"f.bug_id","bug_fix_days_count","c.author","commit_message","f.summary","summary_stemmed","f.description","description_stemmed","m.Name","m.AvgCyclomatic","m.AvgCyclomaticModified","m.AvgCyclomaticStrict","m.AvgEssential","m.AvgLine","m.AvgLineBlank","m.AvgLineCode","m.AvgLineComment","m.CountDeclClass","m.CountDeclClassMethod","m.CountDeclClassVariable","m.CountDeclExecutableUnit","m.CountDeclFunction","m.CountDeclInstanceMethod","m.CountDeclInstanceVariable","m.CountDeclMethod","m.CountDeclMethodDefault","m.CountDeclMethodPrivate","m.CountDeclMethodProtected","m.CountDeclMethodPublic","m.CountLine","m.CountLineBlank","m.CountLineCode","m.CountLineCodeDecl","m.CountLineCodeExe","m.CountLineComment","m.CountSemicolon","m.CountStmt","m.CountStmtDecl","m.CountStmtExe","m.MaxCyclomatic","m.MaxCyclomaticModified","m.MaxCyclomaticStrict","m.MaxEssential","m.MaxNesting","m.RatioCommentToCode","m.SumCyclomatic","m.SumCyclomaticModified","m.SumCyclomaticStrict","m.SumEssential","d.Severity"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/addons/UserTemplateClassMapper.java""","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","2","0","0","0","2","39","4","11","10","0","24","7","8","8","0","0","0","0","0","0","2","0","0","0","0","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/ObjectManager.java""","1","1","1","1","8","0","5","3","1","0","1","5","5","5","1","5","0","0","0","5","83","9","33","13","13","41","12","25","15","10","3","3","3","3","2","1","9","9","9","7","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/jmx/JmxObjectManagerSpi.java""","1","1","1","1","4","0","4","0","1","0","0","4","4","4","2","4","0","0","0","4","41","8","26","12","9","7","11","17","11","6","2","2","2","1","1","0","5","5","5","4","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/simple/LocalFilesystem.java""","1","1","1","1","3","0","3","0","1","0","0","1","1","1","0","1","0","0","0","1","16","4","10","7","1","2","6","8","7","1","1","1","1","1","0","0","1","1","1","1","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/simple/LocalFilesystem.java""","1","1","1","1","3","0","3","0","1","0","0","1","1","1","0","1","0","0","0","1","16","4","10","7","1","2","6","8","7","1","1","1","1","1","0","0","1","1","1","1","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/simple/Main.java""","4","4","4","1","33","7","21","5","1","1","0","1","1","0","0","1","0","0","0","1","50","10","25","9","15","15","14","19","8","11","4","4","4","1","2","1","4","4","4","1","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/simple/ServletHelper.java""","2","2","2","1","21","5","13","3","1","2","0","2","2","0","0","2","0","0","0","2","60","18","34","20","19","8","22","28","20","8","3","3","3","1","2","0","5","5","5","2","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/simple/SimpleObjectManager.java""","2","2","2","1","11","0","9","1","1","0","1","13","13","13","3","13","0","2","0","11","210","24","138","49","79","49","68","99","46","53","8","8","8","4","3","0","29","29","29","19","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/integration/simple/SimpleObjectManager.java""","2","2","2","1","11","0","9","1","1","0","1","13","13","13","3","13","0","2","0","11","210","24","138","49","79","49","68","99","46","53","8","8","8","4","3","0","29","29","29","19","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/BodyWriter.java""","1","1","1","1","10","1","6","1","4","0","3","40","40","40","20","40","0","3","2","35","655","188","314","93","183","155","153","228","76","152","6","6","6","3","2","0","74","74","75","42","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/Connector.java""","0","0","0","0","0","0","0","0","1","0","0","0","17","17","0","17","1","0","0","16","89","23","25","24","0","41","23","24","24","0","0","0","0","0","0","2","0","0","0","0","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/ContextPreinitListener.java""","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","23","3","5","4","0","15","3","4","4","0","0","0","0","0","0","3","0","0","0","0","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/WebappContextMapper.java""","2","2","2","1","10","0","8","2","1","0","0","8","8","8","2","8","0","1","0","7","132","18","83","40","34","31","40","57","33","24","6","6","7","1","2","0","16","16","17","8","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/coyote/CoyoteConnector.java""","1","1","1","1","9","1","7","0","4","2","4","38","38","36","8","38","0","0","1","37","470","101","305","115","180","65","166","219","109","110","6","6","6","3","2","0","53","53","54","40","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/coyote/CoyoteConnector.java""","1","1","1","1","9","1","7","0","4","2","4","38","38","36","8","38","0","0","1","37","470","101","305","115","180","65","166","219","109","110","6","6","6","3","2","0","53","53","54","40","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/webxml/ServletContextConfig.java""","1","1","1","1","3","0","3","0","7","0","6","2","2","2","47","2","0","0","0","2","144","37","78","67","31","34","59","68","66","2","1","1","1","1","0","0","2","2","2","2","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/webxml/TomcatLiteWebXmlConfig.java""","2","2","2","1","18","0","10","8","1","0","0","2","2","2","0","2","0","0","1","1","64","7","28","14","11","30","12","18","11","7","3","3","3","1","1","1","5","5","5","2","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/lite/webxml/WebXml.java""","3","3","4","1","23","2","20","0","1","0","0","14","14","14","1","14","0","10","0","4","373","51","302","85","215","20","188","244","84","160","23","23","24","3","3","0","55","55","57","16","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/file/CopyUtils.java""","4","4","4","3","38","4","22","11","1","6","1","6","6","0","0","6","0","0","0","6","257","41","148","46","101","68","77","103","37","66","6","6","7","4","3","0","27","27","29","18","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/file/FileCopyUtils.java""","2","2","2","1","20","3","11","6","1","4","1","4","4","0","0","4","0","0","0","4","112","22","62","33","27","28","31","39","24","15","4","4","4","1","1","0","9","9","9","4","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/file/FileCopyUtils.java""","2","2","2","1","20","3","11","6","1","4","1","4","4","0","0","4","0","0","0","4","112","22","62","33","27","28","31","39","24","15","4","4","4","1","1","0","9","9","9","4","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/jsp/PreCompileFilter.java""","5","5","5","4","23","0","19","6","1","0","1","2","2","2","0","2","1","0","0","1","71","4","47","15","28","25","22","33","14","19","9","9","9","8","1","1","10","10","10","9","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/jsp/SingleThreadedProxyServlet.java""","2","2","2","1","15","3","8","4","1","0","0","2","2","2","3","2","0","0","0","2","61","13","28","15","12","21","14","20","15","5","3","3","3","1","2","1","4","4","4","2","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/sec/UserDB.java""","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","14","2","3","2","0","9","1","2","2","0","0","0","0","0","0","3","0","0","0","0","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/session/RandomGenerator.java""","2","2","2","1","17","1","11","5","1","0","1","15","15","15","9","15","0","0","1","14","349","50","190","60","126","109","104","145","61","84","6","6","7","4","3","1","40","40","42","20","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/util/Range.java""","4","4","5","4","28","4","20","3","1","2","0","4","4","2","3","4","0","0","0","4","146","25","92","23","62","29","44","63","21","42","8","8","8","7","4","0","18","18","21","16","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/servlets/util/UrlUtils.java""","12","12","12","10","61","9","36","18","1","1","0","1","1","0","0","1","0","0","0","1","67","12","39","8","31","18","18","31","8","23","12","12","12","10","2","0","12","12","12","10","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/util/http/HttpRequest.java""","1","1","1","1","5","0","4","0","1","0","0","35","35","35","24","35","0","1","0","34","291","73","198","72","94","20","113","154","65","89","3","3","4","1","1","0","41","41","44","35","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/java/org/apache/tomcat/util/http/HttpResponse.java""","1","1","1","1","3","0","3","0","1","0","0","18","18","18","6","18","0","0","0","18","118","24","77","30","33","17","34","55","30","25","2","2","3","1","1","0","21","21","22","18","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/test/org/apache/tomcat/lite/LiteTestHelper.java""","1","1","1","1","10","1","7","1","3","4","0","7","7","3","1","7","0","0","0","7","102","21","70","35","34","11","43","54","33","21","2","2","2","1","1","0","9","9","9","7","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/test/org/apache/tomcat/lite/PropertiesSpiTest.java""","1","1","1","1","5","1","4","0","2","0","0","5","5","5","2","5","0","0","0","5","54","17","35","17","14","2","20","27","17","10","1","1","1","1","0","0","5","5","5","5","normal"
"48151","11","Mark Emlyn David Thomas","Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=48151 Add missing AL2 headers","Bug 48151  Java files that don't have AL headers","java file header","","","""modules/tomcat-lite/test/org/apache/tomcat/lite/SimpleServlet.java""","1","1","1","1","5","0","5","0","1","0","0","2","2","2","0","2","0","0","0","2","22","3","17","10","4","2","9","12","8","4","1","1","1","1","0","0","2","2","2","2","normal"
